epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
15,742.878,1.54368,1.44686,1.50921,0.68696,0.73141,0.7504,0.38691,1.51414,1.26734,1.54244,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,790.598,1.53571,1.42608,1.50637,0.69865,0.7101,0.75589,0.3948,1.53352,1.38933,1.54912,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,838.636,1.50261,1.4012,1.49007,0.72,0.7145,0.76807,0.39701,1.53847,1.26908,1.54793,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,886.622,1.49921,1.37116,1.4901,0.71485,0.69564,0.76765,0.40564,1.49307,1.289,1.52757,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,934.458,1.46871,1.32647,1.47472,0.72985,0.75041,0.79477,0.43254,1.47119,1.12822,1.49648,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,982.264,1.47569,1.31928,1.47529,0.7401,0.74024,0.79296,0.40679,1.49864,1.16332,1.52721,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,1030.38,1.44414,1.26248,1.45116,0.76606,0.75966,0.82055,0.44454,1.42521,1.12102,1.47803,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,1078.45,1.43007,1.24186,1.43926,0.71878,0.73437,0.77662,0.42253,1.49474,1.19456,1.55275,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,1126.34,1.41187,1.22011,1.42689,0.77456,0.75299,0.82412,0.45286,1.45533,1.05262,1.50115,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,1174.38,1.39654,1.22096,1.41815,0.74797,0.74817,0.8115,0.43102,1.48313,1.10452,1.52651,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,1222.16,1.38774,1.16903,1.40003,0.73141,0.74049,0.78664,0.41054,1.51129,1.14201,1.50174,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,1269.8,1.36299,1.12764,1.38876,0.7622,0.75757,0.82581,0.45363,1.43797,1.0283,1.49305,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,1317.92,1.35195,1.12389,1.37932,0.77539,0.76572,0.83834,0.45729,1.4552,1.06121,1.51003,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,1365.72,1.33202,1.09576,1.37025,0.78223,0.76563,0.83936,0.46699,1.44428,1.01754,1.48521,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,1413.77,1.31819,1.07054,1.35761,0.77178,0.81077,0.85483,0.46978,1.44735,1.01065,1.49771,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,1462.01,1.30576,1.051,1.35022,0.75053,0.79722,0.84234,0.46092,1.45636,1.00017,1.49395,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,1509.68,1.28611,1.03615,1.33803,0.80047,0.76378,0.8388,0.46869,1.4558,1.02586,1.48822,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,1557.27,1.27781,1.01865,1.33353,0.79315,0.79344,0.85604,0.47365,1.44867,0.97312,1.49395,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,1605.15,1.25376,0.99821,1.31655,0.77644,0.79779,0.84949,0.47632,1.4228,0.94289,1.47677,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,1653.42,1.24172,0.97274,1.31012,0.82427,0.77041,0.86341,0.48874,1.4167,0.95236,1.46626,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,1701.26,1.22676,0.96521,1.3039,0.78217,0.7826,0.84485,0.47182,1.44848,0.96208,1.4941,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,1748.96,1.20911,0.93924,1.29136,0.7895,0.806,0.86507,0.47979,1.4427,0.96085,1.47978,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,1796.72,1.19135,0.90853,1.27518,0.80644,0.79846,0.86563,0.49707,1.41212,0.9047,1.46953,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,1844.64,1.17942,0.90846,1.2664,0.83611,0.79321,0.87432,0.49846,1.40002,0.90553,1.45163,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,1892.95,1.15081,0.88644,1.24978,0.83253,0.77765,0.86407,0.48794,1.41504,0.91574,1.46067,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,1940.88,1.14996,0.87574,1.25204,0.79792,0.81795,0.87336,0.50113,1.4137,0.88137,1.46925,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,1991.22,1.11858,0.74772,1.25253,0.7984,0.80135,0.868,0.51033,1.39175,0.89054,1.46409,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,2039.48,1.0814,0.70645,1.22626,0.817,0.79289,0.86916,0.49648,1.40455,0.87684,1.4804,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,2087.21,1.06675,0.69146,1.21963,0.80193,0.80816,0.87552,0.4976,1.41327,0.84922,1.47913,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,2135.05,1.03416,0.6792,1.20418,0.80826,0.81866,0.87935,0.5034,1.39772,0.84964,1.49192,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,2182.97,1.02111,0.64674,1.19373,0.84552,0.80393,0.88794,0.51851,1.37771,0.83283,1.47461,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,2231.21,0.99028,0.63912,1.1752,0.81698,0.81177,0.87636,0.50473,1.39753,0.85117,1.48895,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,2279.12,0.96594,0.61308,1.15731,0.81094,0.83068,0.87817,0.51584,1.39059,0.83512,1.48252,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,2327.25,0.9582,0.60633,1.15781,0.8015,0.81675,0.87427,0.50545,1.4084,0.86295,1.50336,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,2374.9,0.93356,0.59008,1.14164,0.81963,0.83457,0.88646,0.51462,1.40225,0.81784,1.50727,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,2423.2,0.91928,0.57881,1.13544,0.82943,0.81109,0.88445,0.51643,1.40028,0.81979,1.50992,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
