epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
25,1705.72,1.54073,1.27582,0.01305,0.70435,0.7513,0.77775,0.41038,1.5751,1.04969,0.01873,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,1772.11,1.49516,1.21036,0.01276,0.73664,0.7349,0.79308,0.41936,1.53443,1.02832,0.01808,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,1838.74,1.50096,1.21006,0.01274,0.75016,0.75277,0.81259,0.4379,1.51344,0.95118,0.01799,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,1905.47,1.48122,1.2001,0.01253,0.73078,0.77412,0.82581,0.43728,1.51448,0.99619,0.01794,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,1971.82,1.46623,1.16817,0.01241,0.74577,0.79091,0.82148,0.44496,1.51788,0.92314,0.01784,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,2038.47,1.44807,1.15001,0.01196,0.75924,0.72785,0.79854,0.42359,1.58994,1.06245,0.01865,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,2104.9,1.42633,1.11625,0.0118,0.74669,0.77242,0.811,0.43868,1.53232,0.98157,0.0177,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,2171.31,1.42702,1.08187,0.012,0.78764,0.79607,0.85457,0.47577,1.47371,0.85258,0.01739,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,2237.82,1.40306,1.072,0.01156,0.78094,0.76875,0.84201,0.46407,1.48095,0.91057,0.01714,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,2304.07,1.38422,1.01862,0.01143,0.78361,0.76377,0.83834,0.46101,1.50232,0.9436,0.01766,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,2370.4,1.37484,1.03785,0.01135,0.77708,0.78947,0.84485,0.47458,1.48926,0.92321,0.01708,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,2436.79,1.3475,0.99755,0.01126,0.81741,0.77495,0.85225,0.48039,1.45142,0.85919,0.01644,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,2503.42,1.34637,0.97163,0.01121,0.81725,0.79969,0.8669,0.4928,1.45996,0.84197,0.01725,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,2569.65,1.33087,0.97623,0.01086,0.81355,0.76472,0.84718,0.47875,1.46817,0.89404,0.01698,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,2636.13,1.30339,0.95793,0.01059,0.81322,0.79778,0.87048,0.48999,1.47067,0.82319,0.0172,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,2702.79,1.29482,0.92435,0.01062,0.82594,0.77817,0.86205,0.4858,1.47709,0.84459,0.01733,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,2771.14,1.259,0.72871,0.01199,0.8115,0.81395,0.86786,0.49333,1.45018,0.8262,0.01658,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,2837.4,1.21631,0.6597,0.01155,0.81839,0.81436,0.86928,0.49408,1.44515,0.84884,0.01638,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,2903.81,1.20386,0.65378,0.01135,0.83835,0.78484,0.87051,0.49031,1.44769,0.82243,0.01643,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,2969.74,1.16953,0.64789,0.01107,0.83263,0.81258,0.87367,0.50058,1.46023,0.80549,0.01638,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,3036.09,1.16011,0.61275,0.01084,0.83336,0.81536,0.87523,0.50178,1.4312,0.80932,0.01607,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,3102.39,1.13354,0.58728,0.01061,0.83604,0.80997,0.87715,0.50884,1.43355,0.7989,0.01609,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,3168.71,1.1024,0.57779,0.01015,0.81549,0.83042,0.87835,0.51452,1.41953,0.7992,0.0159,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,3234.92,1.0836,0.57861,0.01006,0.81419,0.8346,0.8799,0.51294,1.40679,0.81402,0.01582,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,3301.04,1.07408,0.54989,0.00998,0.82489,0.82985,0.8808,0.51296,1.42265,0.81744,0.01591,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,3367.37,1.06452,0.55192,0.00976,0.82011,0.83374,0.88132,0.51229,1.43021,0.80777,0.01601,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
