epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
37,1335.75,1.44169,1.27225,1.38402,0.80271,0.7379,0.82627,0.45364,1.44899,1.07831,1.39708,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,1371.02,1.4363,1.26409,1.36901,0.77573,0.75246,0.8239,0.45413,1.44473,1.08693,1.40836,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,1405.81,1.41435,1.25435,1.35884,0.76436,0.76225,0.82403,0.44625,1.45035,1.0703,1.39713,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,1440.43,1.4139,1.2335,1.36109,0.77567,0.76127,0.83395,0.46375,1.41699,1.0338,1.37354,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,1477.07,1.4007,1.12954,1.38381,0.79321,0.77318,0.83857,0.4577,1.43768,1.0598,1.37721,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,1511.44,1.3782,1.07299,1.36651,0.77539,0.77004,0.8348,0.45734,1.43619,1.0659,1.38836,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,1545.88,1.36585,1.06213,1.36142,0.76578,0.79453,0.83557,0.47371,1.41464,1.01483,1.38455,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,1580.17,1.34893,1.0383,1.35186,0.80106,0.7512,0.8417,0.47692,1.4094,0.99321,1.3627,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,1614.18,1.33604,1.01738,1.34167,0.77775,0.78194,0.85326,0.48273,1.41709,1.01507,1.38484,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,1648.42,1.3093,0.99751,1.32913,0.80417,0.76614,0.84079,0.47095,1.43371,1.02651,1.40133,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,1682.86,1.29131,0.95842,1.31162,0.78701,0.80216,0.8587,0.48819,1.41892,0.97616,1.38697,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,1717.86,1.27774,0.96325,1.30848,0.7988,0.78274,0.85368,0.48395,1.41233,0.98115,1.38533,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,1752.59,1.27927,0.93992,1.30436,0.79843,0.805,0.86348,0.49843,1.39637,0.95904,1.37352,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,1787.27,1.25602,0.92129,1.29039,0.78514,0.80691,0.85737,0.49233,1.39874,0.96929,1.37463,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
