epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,2134.8,1.58576,1.35673,0.01374,0.73672,0.7042,0.77684,0.41604,1.52856,1.04442,0.01859,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,2318.56,1.55401,1.31065,0.01342,0.75789,0.7014,0.77164,0.40124,1.57419,1.08705,0.01868,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,2501.83,1.53446,1.26563,0.01313,0.7326,0.76798,0.80997,0.4445,1.51274,0.9746,0.01811,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,2685.9,1.49986,1.21349,0.01276,0.7036,0.77205,0.7859,0.41493,1.56265,1.02179,0.01918,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,2869.52,1.48489,1.16484,0.0125,0.76612,0.76122,0.81964,0.42036,1.57778,0.97622,0.01852,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,3052.73,1.45212,1.1311,0.01231,0.80966,0.75404,0.83521,0.4626,1.50304,0.90307,0.01808,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,3236.48,1.42924,1.09426,0.01193,0.76519,0.76402,0.81367,0.44044,1.52569,1.01273,0.01812,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,3420.33,1.40973,1.07538,0.01183,0.77207,0.7452,0.80217,0.43951,1.51639,1.01278,0.01775,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,3603.88,1.39222,1.0248,0.01151,0.79117,0.77463,0.82746,0.4586,1.50694,0.9171,0.01794,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,3787.41,1.36034,1.00464,0.01123,0.80066,0.78139,0.83939,0.47424,1.45826,0.86828,0.01705,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,3970.43,1.34072,0.95724,0.01103,0.79512,0.78311,0.84087,0.47396,1.48185,0.91047,0.01734,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,4153.55,1.30813,0.94226,0.01068,0.81597,0.77815,0.84065,0.47037,1.48945,0.88947,0.01721,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,4336.96,1.29793,0.92156,0.01058,0.80929,0.78535,0.85285,0.48503,1.45762,0.84726,0.0166,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,4520.52,1.26696,0.87599,0.01035,0.80898,0.79995,0.85386,0.48795,1.46179,0.85904,0.01666,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,4703.59,1.24818,0.86715,0.00999,0.82357,0.78446,0.84593,0.48736,1.44411,0.89098,0.01668,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,4887.78,1.22629,0.84164,0.00987,0.80805,0.81066,0.85688,0.48516,1.46292,0.85419,0.0167,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,5070.91,1.19097,0.81625,0.00948,0.81294,0.79757,0.84838,0.48359,1.45691,0.85637,0.01663,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,5254.57,1.17791,0.80581,0.0094,0.82619,0.78998,0.85718,0.48875,1.46861,0.8991,0.0166,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,5437.43,1.15662,0.77515,0.00913,0.85033,0.76476,0.86054,0.50083,1.4552,0.86176,0.01642,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,5620.56,1.12634,0.7585,0.00884,0.82975,0.78926,0.85585,0.49917,1.45219,0.86195,0.01646,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,5803.93,1.11153,0.74681,0.00867,0.83713,0.80786,0.85475,0.49459,1.44155,0.90084,0.0162,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,5987.07,1.0829,0.71268,0.00847,0.84983,0.78179,0.85817,0.49758,1.46566,0.87638,0.0167,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,6170,1.06847,0.69956,0.00832,0.83974,0.79115,0.85729,0.49793,1.46156,0.87821,0.01667,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,6353.9,1.04425,0.68442,0.00803,0.83003,0.79345,0.85391,0.5019,1.43434,0.87584,0.016,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,6537.15,1.02519,0.67046,0.00796,0.84602,0.79696,0.85883,0.49971,1.44794,0.86862,0.01622,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,6720.27,1.00729,0.64973,0.00784,0.84767,0.78741,0.85669,0.50077,1.45734,0.90062,0.01645,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,6903.26,0.97876,0.6406,0.00753,0.83152,0.8006,0.85563,0.50189,1.46145,0.89391,0.01655,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,7086.48,0.96019,0.61125,0.00723,0.86149,0.78364,0.85712,0.49938,1.46573,0.90596,0.01678,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,7270.39,0.95068,0.61266,0.00721,0.83,0.8089,0.86142,0.50266,1.45935,0.88291,0.01645,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,7454.59,0.91683,0.5975,0.00693,0.83809,0.80299,0.85626,0.50221,1.45169,0.92213,0.01617,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,7639.16,0.83734,0.40513,0.00743,0.86883,0.77341,0.86316,0.50208,1.46065,0.88922,0.0164,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,7821.37,0.79541,0.37629,0.00695,0.8559,0.79805,0.85209,0.4971,1.46038,0.90427,0.0165,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,8003.29,0.76344,0.35415,0.00662,0.86611,0.77445,0.85098,0.497,1.4617,0.92033,0.01641,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,8185.84,0.74093,0.34309,0.00645,0.82309,0.82109,0.85338,0.49566,1.4703,0.91156,0.01648,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,8367.91,0.71465,0.32853,0.0061,0.85512,0.79836,0.85601,0.49982,1.46894,0.93334,0.01653,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,8550.45,0.69581,0.31868,0.00596,0.84995,0.7971,0.85331,0.49806,1.47203,0.93363,0.01665,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,8732.01,0.67629,0.30989,0.00571,0.84754,0.80154,0.85098,0.49725,1.47122,0.93202,0.01664,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,8913.87,0.6539,0.29858,0.0055,0.86141,0.79141,0.85044,0.49926,1.46115,0.96286,0.01643,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,9096.32,0.64171,0.29527,0.00532,0.86255,0.78904,0.8476,0.49692,1.46409,0.97796,0.01642,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,9278,0.62465,0.28634,0.0052,0.84612,0.80144,0.8453,0.4952,1.46845,0.99372,0.01648,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
