epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
26,2641.44,1.41693,1.22006,1.46425,0.72157,0.76563,0.80673,0.44779,1.42841,1.07194,1.53583,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,2740.28,1.40681,1.22304,1.45589,0.77171,0.74389,0.81991,0.44597,1.45844,1.08942,1.54449,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,2839.03,1.39806,1.18856,1.43811,0.72686,0.75376,0.80349,0.44069,1.43428,1.08788,1.51498,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,2937.63,1.3702,1.15906,1.42717,0.76228,0.7992,0.84202,0.46849,1.42333,1.0125,1.52691,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,3036.56,1.36318,1.14256,1.42343,0.78899,0.74864,0.83707,0.45883,1.42732,1.03113,1.51809,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,3135.12,1.34725,1.12054,1.41549,0.76679,0.76005,0.81985,0.45059,1.45217,1.0597,1.53306,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,3233.85,1.33238,1.09406,1.39771,0.77589,0.76288,0.82753,0.45978,1.4073,0.99138,1.49586,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,3332.5,1.30491,1.07926,1.38202,0.78434,0.74357,0.81971,0.45923,1.39832,0.97824,1.5061,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,3431.1,1.29478,1.04442,1.37327,0.78126,0.79244,0.84701,0.4773,1.40542,0.97223,1.49919,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,3529.66,1.2892,1.04483,1.37658,0.81307,0.79622,0.86753,0.48715,1.40138,0.96258,1.49852,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,3628.77,1.26117,1.00909,1.36534,0.79833,0.80247,0.86922,0.49759,1.37847,0.90644,1.48477,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,3727.4,1.25525,0.98141,1.34882,0.80128,0.80842,0.87002,0.50785,1.3617,0.90687,1.47406,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,3826.06,1.23247,0.97789,1.33326,0.77811,0.81577,0.85062,0.48828,1.37753,0.93033,1.48538,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,3924.44,1.21623,0.96011,1.32492,0.79771,0.8037,0.85644,0.48337,1.40214,0.91897,1.50848,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,4022.77,1.1984,0.94177,1.32205,0.80335,0.81227,0.86559,0.49828,1.38164,0.88821,1.4978,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,4123.14,1.1834,0.82539,1.33015,0.79572,0.80879,0.85936,0.49274,1.39133,0.9145,1.51501,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,4221.27,1.13681,0.76885,1.2978,0.80582,0.82891,0.87543,0.5026,1.37636,0.85595,1.52413,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,4319.11,1.12785,0.75727,1.29354,0.80227,0.8172,0.86757,0.49822,1.3846,0.87323,1.51615,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,4417.37,1.10356,0.74438,1.27804,0.79366,0.83444,0.87545,0.51034,1.36711,0.83834,1.4946,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,4515.99,1.07762,0.70509,1.2663,0.82255,0.80858,0.87405,0.51091,1.37194,0.86175,1.51217,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,4614.6,1.05208,0.68953,1.24776,0.81035,0.82705,0.8752,0.50919,1.37263,0.83135,1.52092,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,4712.43,1.02773,0.66414,1.22603,0.78968,0.84403,0.87745,0.50774,1.37791,0.8472,1.528,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,4810.41,1.01492,0.65949,1.22152,0.84174,0.79223,0.8772,0.51451,1.35845,0.83343,1.51428,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,4908.64,0.99001,0.63623,1.20731,0.83516,0.81003,0.88197,0.51915,1.35849,0.8213,1.51167,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,5007,0.97279,0.6257,1.19828,0.82148,0.83113,0.88205,0.51569,1.37121,0.83482,1.52674,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
